Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Lil Nas X,TALES OF DOMINICA,spotify:track:5S4PZ7AuYlYiVIVik3wHUf,2,0.629,0.742,0.734,0.00314,8,0.0834,-5.582,0,0.0407,114.952,0.541
Lil Nas X,DEAD RIGHT NOW,spotify:track:3grVoZ10bm2jUGpo7BxpuF,2,0.101,0.685,0.717,1.87e-05,0,0.266,-6.456,0,0.0411,127.963,0.549
"Lil Nas X, Megan Thee Stallion",DOLLA SIGN SLIME (feat. Megan Thee Stallion),spotify:track:7zQirOExB0VR8yWUOqYeio,2,0.0504,0.923,0.533,0,11,0.102,-6.016,0,0.262,133.991,0.587
"91 All Stars, Bramsito, Moha MMZ",Andale,spotify:track:5kJSP8mM9gvSz6Ebla2feL,2,0.369,0.651,0.731,0,11,0.112,-7.226,0,0.0371,156.005,0.56
"Lil Nas X, Elton John",ONE OF ME (feat. Elton John),spotify:track:3JR2RztQcOjUQGQSybxDIO,2,0.202,0.708,0.598,0,3,0.183,-4.969,0,0.0617,144.09,0.561
OBOY,Air tlanta,spotify:track:0OpYhWobCaNYkzTwj92Ohl,2,0.282,0.762,0.591,0,1,0.0774,-7.636,1,0.203,154.998,0.761
OBOY,Aqua86,spotify:track:1ZQVVzczL0q3D7MP9C67Se,2,0.264,0.65,0.363,6.72e-05,0,0.0988,-11.248,1,0.103,141.961,0.101
OBOY,P2 interlude,spotify:track:1oPtFcgkyWAXIyK0N4XjMP,2,0.54,0.728,0.225,1.52e-05,7,0.0974,-17.562,0,0.0737,120.035,0.385
"StarBoi3, Doja Cat",Dick (feat. Doja Cat),spotify:track:3nY8AqaMNNHHLYV4380ol0,2,0.13,0.647,0.608,0,9,0.0584,-6.831,1,0.42,125.994,0.474
Doja Cat,Get Into It (Yuh),spotify:track:0W6I02J9xcqK8MtSeosEXb,2,0.315,0.912,0.655,3.39e-05,8,0.0894,-6.029,0,0.162,91.942,0.793
"Damso, Fally Ipupa",FAIS ÇA BIEN,spotify:track:0xdp7mJS34hDsLrO6TPCp3,2,0.021,0.558,0.583,4.57e-05,4,0.369,-9.317,0,0.204,129.986,0.308
Damso,THEVIE RADIO (Interlude),spotify:track:3hJkOGAD7y3qcFI7TFAJh3,2,0.6,0.904,0.529,4.69e-05,2,0.182,-11.687,1,0.0872,101.966,0.818
Hornet La Frappe,Main de fer,spotify:track:10X1LHmvySjCv2bTaDBrVO,2,0.244,0.686,0.743,0,11,0.16,-5.804,0,0.327,91.925,0.242
Kaza,Bandida,spotify:track:2CZmOCGx3otTgZxhPAI7r0,2,0.442,0.75,0.589,0,5,0.176,-6.361,0,0.0614,74.978,0.774
Timal,Navré,spotify:track:0SoxWyaYYaV2Isj5eXs541,2,0.726,0.747,0.658,0.000471,3,0.105,-10.24,0,0.248,82.984,0.601
Timal,Roulette russe,spotify:track:2o6lqna3Sk5alcigDjG0oL,2,0.524,0.738,0.61,0.000255,0,0.0942,-8.406,0,0.288,87.487,0.637
"Coldplay, Selena Gomez",Let Somebody Go,spotify:track:4cGqn0E8JCSY9gQllQj4Mf,2,0.193,0.592,0.342,0.00245,0,0.11,-8.93,1,0.0339,130.953,0.155
Timal,La popo,spotify:track:74o2uj7swJz5cIP9CvtjCb,2,0.128,0.861,0.791,8.11e-05,5,0.114,-7.189,0,0.127,129.952,0.867
Hatik,noyé,spotify:track:4BRfdAIYdx2lDySIIzwmqv,2,0.726,0.785,0.443,0,10,0.115,-6.835,0,0.267,110.066,0.295
Adele,Someone Like You,spotify:track:5lkpeJwmQKgY3bX2zChjxX,2,0.893,0.556,0.319,0,9,0.0996,-8.251,1,0.0281,135.187,0.294
Caesar,Viens on squatte man,spotify:track:4LB243ueqqcTCiWzOlC5bv,2,0.549,0.886,0.58,5.91e-05,5,0.112,-7.879,0,0.0929,135.946,0.564
RealestK,WFM,spotify:track:18ddJHQ7CUzNBiy55L0Xjj,2,0.72,0.437,0.184,0.00253,1,0.113,-17.667,1,0.0313,80.088,0.247
Naps,Ma wife,spotify:track:3OGISTawri5xIRd4dmmN6N,2,0.2,0.837,0.778,0,8,0.13,-6.534,0,0.228,140.013,0.469
Naps,Artiste,spotify:track:66uuqBvgblsHdq25m1pTqr,2,0.386,0.895,0.764,0,0,0.111,-5.923,1,0.143,122.935,0.612
Naps,Okay okay,spotify:track:04To8DXmqhZoBmi3fBFhFH,2,0.147,0.826,0.771,8.87e-06,0,0.0781,-6.398,1,0.145,139.042,0.612
Lefa,Mentor,spotify:track:6nab0ju4JtltepRjVosI1A,2,0.49,0.8,0.738,0.000357,10,0.0997,-6.589,0,0.0448,144.979,0.64
Naps,Nous aussi,spotify:track:2d2Oz2owJIvpNpmLAYw3mP,2,0.485,0.905,0.781,0,4,0.0689,-6.195,0,0.254,131.041,0.759
Naps,J'dis ca j'dis rien,spotify:track:30wcksgQt1u8zBDp1vZb18,2,0.272,0.768,0.811,0,6,0.108,-5.427,0,0.187,139.982,0.822
Gambino La MG,Moulala,spotify:track:2uI4q2va5hhtkSW5qoph5C,2,0.482,0.803,0.597,0,1,0.113,-6.132,0,0.256,139.042,0.59
LE RISQUE,Aggravage 2,spotify:track:6BZ5A3yHS9jiUL7SzmqhzH,2,0.39,0.539,0.593,0,6,0.127,-9.534,1,0.29,138.601,0.472
Naps,Jet privé,spotify:track:68OqlxKDyPNzNx5gJ2hRJu,2,0.151,0.642,0.866,5.18e-06,2,0.0922,-4.831,0,0.13,127.912,0.863
Naps,A / R,spotify:track:1alI7MVix1bdv8dKOXNURL,2,0.0473,0.963,0.809,0,7,0.0604,-5.313,1,0.22,124.034,0.948
"The Kid LAROI, Miley Cyrus",WITHOUT YOU (with Miley Cyrus),spotify:track:1EHUQesfVKwbthtNcpBi9g,2,0.173,0.655,0.469,0,0,0.0956,-6.257,1,0.0292,92.56,0.467
Kaza,HRTBRK #5,spotify:track:6sshTFgi3V41DmXnw5p1zo,2,0.0632,0.596,0.496,0,7,0.0927,-8.962,1,0.0999,119.843,0.35
"Kaza, Dinos",Number (feat. Dinos),spotify:track:0CKJXGiQRwNFyEb1kkqMe2,2,0.386,0.704,0.472,0,1,0.11,-8.028,0,0.207,89.969,0.552
Darina Victry,Laisse moi t'aimer,spotify:track:5tKDLKD6TZ0QmUJbiG1ADN,2,0.349,0.733,0.85,1.22e-05,0,0.0922,-2.756,1,0.172,99.956,0.624
"Alan Walker, Imanbek",Sweet Dreams,spotify:track:4uDhts78RdwIDjEqPrYVKp,2,0.0239,0.766,0.817,2.49e-06,7,0.159,-4.253,1,0.035,125.033,0.43
"Guy2Bezbar, Leto",La Calle 4 (Favelas de Paname),spotify:track:2YqgXVBF7SwLxnRoTviqc1,2,0.0929,0.917,0.632,0,10,0.157,-6.65,0,0.146,128.959,0.684
"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",spotify:track:6uvMKqNlrSvcC4NaKnrwjZ,2,0.21,0.883,0.674,0,11,0.0678,-8.043,0,0.357,141.02,0.73
"Sofiane, Sifax",Bout de papier,spotify:track:2xawhXN7xO01JqhSoaKCIW,2,0.305,0.857,0.621,0,2,0.139,-5.302,1,0.298,129.872,0.414
Drake,F*****g Fans,spotify:track:3RkNXZvOSMMElmmXztDc94,2,0.213,0.783,0.416,0,4,0.103,-9.84,0,0.135,87.073,0.165
Sofiane,XIII,spotify:track:0m1AC2SrcSRFSMTaigAKJJ,2,0.0726,0.95,0.664,0,1,0.0813,-6.34,1,0.355,116.91,0.432
"Eddy de Pretto, Yseult",Pause,spotify:track:57TwkG6mUvWDZsEqARyeI2,2,0.895,0.386,0.343,0,4,0.119,-10.897,0,0.144,189.466,0.27
"Sofiane, Soolking",Nouveaux parrains,spotify:track:42AoMfmlRJldv9rrpAai1K,2,0.301,0.749,0.772,1.59e-06,0,0.132,-4.325,1,0.0996,94.936,0.704
Drake,The Remorse,spotify:track:1cCXT1cErAY6tmIqHbodrt,2,0.812,0.473,0.53,6.92e-06,0,0.227,-8.506,1,0.249,74.732,0.637
Sofiane,Windsor,spotify:track:5etPiS4XnXVIWG4FcRLMgi,2,0.572,0.821,0.784,0,1,0.429,-7.364,0,0.376,130.118,0.496
Kanye West,Jail,spotify:track:42ZrMq4BKsWDrrbMnMRYaK,2,0.535,0.458,0.571,0.000305,4,0.0846,-6.739,1,0.0949,110.013,0.586
Kanye West,Praise God,spotify:track:0Zm7NKJgoKY6ZWwtoEUILK,2,0.00904,0.798,0.545,9.48e-05,1,0.258,-6.466,1,0.168,118.029,0.212
Kanye West,God Breathed,spotify:track:1dPNJDYuW9QAtkOpK3eBvO,2,0.289,0.325,0.311,6.74e-05,10,0.11,-7.481,1,0.0442,92.744,0.0789
Kanye West,Believe What I Say,spotify:track:73uxnSsFMeJ15POpd3zgrV,2,0.148,0.595,0.656,0,7,0.47,-7.868,1,0.247,99.811,0.416
Kanye West,Moon,spotify:track:2Rd4eJ4KwXQQn2sMSToyUM,2,0.898,0.319,0.236,1.62e-05,5,0.272,-9.644,1,0.0318,162.351,0.254
Kanye West,Jonah,spotify:track:3gWzTnziivUYzqXtnvgN8q,2,0.795,0.459,0.431,0,9,0.274,-8.375,0,0.256,177.3,0.128
Sofiane,Zidane,spotify:track:2Nl6SvTz9l5NAOFPS7azog,2,0.0435,0.713,0.78,0,0,0.522,-6.402,1,0.191,130.083,0.298
Kanye West,Ok Ok,spotify:track:4VYEnxm7lmtG5sEEbcmORB,2,0.319,0.738,0.471,1.28e-06,11,0.13,-9.208,0,0.402,107.98,0.283
Kanye West,No Child Left Behind,spotify:track:3onYsG7nB3FwEVHYYWCrIM,2,0.00632,0.161,0.327,0.792,1,0.138,-8.059,0,0.0341,135.382,0.0815
Kanye West,Junya,spotify:track:1aF9TeHZbe6OVo9dtjPuzK,2,0.27,0.752,0.69,0,7,0.303,-3.948,1,0.0642,148.07,0.396
Kanye West,Heaven and Hell,spotify:track:2ZUJsR8HEktit58X6FuPQM,2,0.0409,0.764,0.422,0,0,0.152,-7.265,0,0.119,82.986,0.268
Kanye West,24,spotify:track:7DBFslKWQzoRgO0HBBkL3u,2,0.129,0.386,0.534,0,5,0.351,-6.086,0,0.0389,110.057,0.343
Kanye West,Remote Control,spotify:track:3SYLoL8KHxdQPYIkfwmUjN,2,0.0784,0.792,0.548,7.26e-05,4,0.167,-7.079,1,0.082,110.105,0.197
Kanye West,Keep My Spirit Alive,spotify:track:4IlOyxGATYUp7YVy5zrSW8,2,0.245,0.467,0.655,0.000172,0,0.167,-6.548,1,0.338,166.382,0.0627
"Soprano, Alonzo, Jul, SCH","Planète Mars 2021 (feat. Jul, SCH & Alonzo)",spotify:track:7vOWHeEiYpe1sQJZDxLvcr,2,0.0568,0.731,0.931,0,8,0.386,-4.44,1,0.246,119.988,0.48
"Drake, Lil Wayne, Rick Ross",You Only Live Twice (with Lil Wayne & Rick Ross),spotify:track:50ceCGZ3oD3U5caQV5bP6f,2,0.118,0.519,0.851,0,7,0.178,-6.001,1,0.29,123.823,0.711
"Drake, Ty Dolla $ign",Get Along Better,spotify:track:5ScbulRnixQ2XAdvrPMFjz,2,0.00645,0.32,0.466,0,8,0.133,-6.77,1,0.0374,177.693,0.338
"Bolémvn, Dinos",DM,spotify:track:5zF94WxTQIBTNUgdzEnlZC,2,0.458,0.803,0.604,0.00558,10,0.135,-5.744,0,0.0696,105.049,0.649
"Drake, Lil Durk, Giveon",In The Bible (with Lil Durk & Giveon),spotify:track:61S79KIVA4I9FXbnsylEHT,2,0.614,0.686,0.385,0,7,0.131,-8.35,0,0.297,143.07,0.147
"Drake, JAY-Z",Love All (with JAY-Z),spotify:track:4VCbgIdr8ptegWeJpqLVHH,2,0.354,0.73,0.576,3.59e-05,2,0.15,-5.442,1,0.287,92.131,0.155
Drake,TSU,spotify:track:4s7QLoImIwmPi9L6dq1nVW,2,0.228,0.568,0.56,3.05e-06,9,0.39,-9.059,1,0.42,130.019,0.246
"Drake, Future",N 2 Deep,spotify:track:34D6FJysnQioVingDKufuf,2,0.0518,0.507,0.429,0,2,0.109,-7.726,1,0.326,91.0,0.0744
Drake,No Friends In The Industry,spotify:track:2tUL6dZf1mywCj5WvCPZw6,2,0.0181,0.84,0.744,0,1,0.629,-4.751,1,0.113,83.737,0.171
"Drake, Tems",Fountains (with Tems),spotify:track:08XWh5c0BMyD1nKVxxl91z,2,0.181,0.843,0.485,0.0675,10,0.107,-8.735,0,0.195,100.053,0.689
"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,2,0.0635,0.849,0.424,0,5,0.0834,-9.579,0,0.324,145.887,0.153
"Rimkus, Koba LaD, Lacrim",Jour de paye,spotify:track:3ZSF42aCpM79A6UEjF25Cf,2,0.399,0.833,0.803,7.84e-05,10,0.083,-3.47,0,0.0651,129.957,0.767
Drake,Pipe Down,spotify:track:11pEKMLmavDu8fxOB5QjbQ,2,0.128,0.518,0.69,0,9,0.176,-6.15,1,0.107,77.837,0.59
"Sofiane, Kenem",J'te raconte pas,spotify:track:0xr7Jf5ltSUVyUrCpomy2k,2,0.333,0.755,0.844,0,1,0.0923,-4.352,1,0.311,143.166,0.919
"Drake, Kid Cudi",IMY2 (with Kid Cudi),spotify:track:7F9cT6hIRhnFCYP6GKS0tf,2,0.402,0.59,0.493,0.00504,7,0.129,-8.704,0,0.0367,150.026,0.0498
"Drake, Yebba",Yebba’s Heartbreak,spotify:track:1PDP7mLiAMwhfmgIwzhOm2,2,0.967,0.476,0.161,0.0381,8,0.109,-11.665,0,0.0407,119.614,0.0908
Sofiane,Traumatisé,spotify:track:1ZTEAWdXKbEfQZ0DzhglSx,2,0.23,0.613,0.824,0,4,0.112,-5.609,0,0.587,142.755,0.433
Sofiane,I.R.F,spotify:track:5gyFgOXniyf4dGq07W8Vg4,2,0.192,0.746,0.67,2.56e-06,11,0.119,-5.43,1,0.327,144.957,0.0942
"Sofiane, ZeGuerre",C'est la loi,spotify:track:5JpEkGHhmWPgDSXMLZkpvI,2,0.507,0.869,0.66,0,10,0.102,-5.983,0,0.303,135.937,0.548
"Or Noir, Sofiane","Ouais igo - Extrait de la BO de ""Or Noir""",spotify:track:2AC5Mgd841eYhsyxJrYLbi,2,0.0221,0.85,0.824,0,11,0.355,-6.408,0,0.0746,96.032,0.513
Drake,7am On Bridle Path,spotify:track:42m3eP1JJhtzffal9B136J,2,0.225,0.724,0.531,0,5,0.11,-4.108,0,0.298,89.901,0.141
Sofiane,Monsieur Alexandre,spotify:track:60dkEJ4HCefPijT6PvtlFH,2,0.306,0.867,0.814,0,9,0.0769,-5.613,0,0.287,122.971,0.39
"Sofiane, SCH",American Airlines,spotify:track:6v5yjK4ZT2XH8mPSCILTIW,2,0.194,0.778,0.881,0,11,0.355,-5.505,1,0.253,92.997,0.747
Drake,Race My Mind,spotify:track:2Q3jFbyE61mCjS3SkW4toJ,2,0.179,0.488,0.635,8.16e-06,10,0.156,-7.19,1,0.26,174.072,0.783
"Le classico organisé, Sofiane, SCH, Moh, Jul, Nahir, Alonzo, RK, Solda, Mig",C'est pas un film,spotify:track:31IQpAtwnK3w4gtxjMuU5K,2,0.246,0.812,0.815,0,5,0.0724,-5.454,0,0.304,143.026,0.7
"Bigflo & Oli, Olympe Chabert",Tant pis ou tant mieux,spotify:track:3Y1jUOftLTVUe2PCK68mHi,2,0.562,0.877,0.425,9.4e-06,2,0.0847,-6.956,0,0.22,134.981,0.385
"Niska, Mayo",Service,spotify:track:4qDHE6q0Ltzcmr3yxbPCb2,2,0.151,0.759,0.648,1.22e-06,8,0.081,-7.81,0,0.106,139.797,0.604
menace Santana,Halloween,spotify:track:0lMSTdloaFano6nEx4bWgn,2,0.0957,0.657,0.354,0.347,1,0.186,-12.878,1,0.231,110.026,0.0385
Vald,SHOW,spotify:track:45hgV5dMue6OCYfD45vrGq,2,0.199,0.843,0.889,0,5,0.0748,-6.304,0,0.342,140.081,0.756
Vald,FORFAIT,spotify:track:6jO2yFhQXpCejkrB59zKWO,2,0.0654,0.85,0.757,0,1,0.145,-5.592,1,0.227,82.044,0.53
menace Santana,Il Était Une Fois,spotify:track:3vX22j7S4dWISw3pafuqCF,2,0.177,0.421,0.4,0.92,10,0.0767,-10.81,1,0.123,138.552,0.0822
menace Santana,45 Seconds,spotify:track:0eBVA3i2jp0eNMYAbiSqbA,2,0.239,0.763,0.527,0.0418,10,0.22,-10.509,1,0.488,117.083,0.702
menace Santana,Le Cauchemar Continue,spotify:track:2Hffw85sc11ZACjQqsK9Ru,2,0.0882,0.823,0.458,0.00897,1,0.0836,-10.162,1,0.262,132.898,0.35
menace Santana,MaDrug ?,spotify:track:6MG2nPBtSB5GMynXI9jhfE,2,0.245,0.404,0.62,0.0114,10,0.313,-10.566,0,0.595,74.787,0.466
menace Santana,1809,spotify:track:33YDkQClk90P9iGQ2nc3dC,2,0.214,0.665,0.341,0.218,1,0.813,-13.528,1,0.156,149.969,0.13
menace Santana,Belek mS,spotify:track:60FwFd32dWBNfaewQ84Jdc,2,0.0758,0.85,0.4,0.387,1,0.126,-8.687,1,0.47,152.01,0.0812
"Jul, Rhove",Grazie la zone,spotify:track:5DQQfgrqgRpkUO6HXtx1jK,2,0.166,0.839,0.748,2.64e-06,8,0.075,-6.386,0,0.165,133.024,0.708
menace Santana,Into The Dark,spotify:track:4pQMjVCY5h9uSh0dAU94pC,2,0.216,0.902,0.445,0.0264,8,0.081,-9.501,1,0.5,143.047,0.473
menace Santana,FREDDY KRUEGER,spotify:track:3OmfvR71Fabyw88OYJhCXP,2,0.0392,0.652,0.559,0.523,1,0.0993,-9.499,1,0.307,97.529,0.26
Niro,Papa fait le pitre,spotify:track:43uIiG3yATCZuUtt5Is46i,2,0.471,0.57,0.696,0,1,0.297,-5.423,0,0.209,88.457,0.403
Vald,SATAN 3,spotify:track:3kl3bF5F3tBOQDSJQvsjrq,2,0.22,0.691,0.665,0,10,0.0949,-7.044,0,0.22,109.826,0.45
Britney Spears,My Only Wish (This Year),spotify:track:0YWUHZPJVg4iujddsJDwhM,2,0.169,0.669,0.843,0,0,0.195,-3.766,1,0.0268,147.08,0.702
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,spotify:track:1SV1fxF65n9NhRHp3KlBuu,2,0.322,0.774,0.511,0,11,0.0672,-8.914,1,0.0319,94.736,0.771
Shakin' Stevens,Merry Christmas Everyone,spotify:track:2TE4xW3ImvpltVU0cPcKUn,2,0.129,0.534,0.904,0,9,0.128,-3.315,1,0.0369,202.899,0.96
Jul,Héros,spotify:track:33AXuuLcrOwybbiZ6hcCQy,2,0.731,0.886,0.459,0,9,0.11,-7.566,0,0.245,97.906,0.541
"Jul, M Huncho",Pistolet 45,spotify:track:28sz0xiDFDcEXHdVjnv1ZJ,2,0.291,0.724,0.641,1.56e-06,4,0.1,-8.693,0,0.207,156.523,0.438
"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],spotify:track:4WuOWVnAqvEQxgSRrspBgt,2,0.189,0.671,0.658,8.66e-05,2,0.147,-5.567,1,0.309,87.933,0.257
SDM,2sang43,spotify:track:5qpvqGfX7MClwwxK1VofNK,2,0.618,0.736,0.744,1.37e-06,0,0.195,-5.906,0,0.0738,89.983,0.622
Lorenzo,Chic type,spotify:track:7rVbhT8TlikpKSOBDind8O,2,0.0114,0.892,0.928,8.55e-06,5,0.244,-4.6,0,0.0539,128.035,0.85
"Metro Boomin, Travis Scott",Raindrops (Insane) [with Travis Scott],spotify:track:1pacwLXyRO47ka0v6LTIiY,2,0.103,0.796,0.539,0,7,0.343,-5.974,0,0.0433,111.988,0.123
SDM,File de gauche,spotify:track:1dJBKiEfEuVTTVJGHNgniW,2,0.294,0.621,0.682,0,1,0.109,-7.624,0,0.22,92.884,0.64
SDM,Sang40,spotify:track:1oqX89Mo8qDA5nvXlFtY0m,2,0.717,0.508,0.486,0,9,0.0956,-9.222,0,0.142,127.557,0.316
Lorenzo,Les poissons dans la mer,spotify:track:3QZRlMEbdQi78fCdaxRjJ5,2,0.435,0.772,0.631,0,8,0.303,-7.659,0,0.204,144.841,0.373
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),spotify:track:2Hh3ETdQKrmSI3QS0hme7g,2,0.189,0.684,0.671,2.37e-05,7,0.122,-4.392,0,0.0464,88.048,0.156
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2,0.152,0.526,0.606,2.36e-06,5,0.194,-5.3,0,0.259,116.622,0.492
SDM,Dans le club,spotify:track:0ri7kNl2NqRLWgxNV9N69x,2,0.41,0.808,0.672,0,1,0.283,-6.63,1,0.351,95.98,0.52
Jul,Le Rrrin,spotify:track:6c98tCXNxq1xq8Gxe7XQhZ,2,0.367,0.88,0.505,2.16e-06,7,0.19,-7.434,0,0.24,102.013,0.685
Jul,Ils m'ont fait mal,spotify:track:3YAnvqkV5HqCv7tJFrn6YT,2,0.568,0.854,0.592,0.0209,6,0.0912,-7.288,0,0.0585,123.995,0.872
"Jul, ANNA",Bé,spotify:track:7btUyT77IFGlwj7HdQ9e1d,2,0.142,0.84,0.829,3.63e-06,10,0.0758,-6.308,0,0.143,131.981,0.759
"Jul, French The Kid",Première League,spotify:track:2xUNkVhvNGy6yq0AmUpubo,2,0.358,0.891,0.462,0,1,0.0792,-9.571,0,0.191,142.949,0.916
"Jul, Morad",Je le savais,spotify:track:1Z4sgyFkiwLHuKXCaX7oiO,2,0.565,0.788,0.863,0.00656,2,0.09,-3.675,0,0.0396,141.02,0.895
Jul,Perché,spotify:track:2Tfu9eWEsjqJfeenEe1pax,2,0.441,0.626,0.516,0,1,0.124,-8.012,0,0.179,125.092,0.161
Jul,U pistulettu,spotify:track:4qGPtMXB2AtdPYDx8Zy8zt,2,0.432,0.867,0.631,0.000517,1,0.0872,-7.842,1,0.175,90.032,0.675
"Jul, Elai, Rhove, Morad",Europa,spotify:track:62O1EwuN0Sd9dCkPj6u7nm,2,0.243,0.877,0.629,0,4,0.0783,-6.902,0,0.152,128.025,0.622
"Rod Stewart, Michael Bublé",Winter Wonderland,spotify:track:0NSAlbl5xcKOu7BKDbVk7I,2,0.729,0.682,0.473,0,0,0.198,-7.57,1,0.038,117.978,0.364
Mariah Carey,O Holy Night,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,2,0.367,0.368,0.505,6.63e-06,4,0.154,-7.208,1,0.0285,173.977,0.192
"Robbie Williams, Helene Fischer",Santa Baby,spotify:track:3jKVI7aQfr11uhEOcOIwcZ,2,0.457,0.614,0.39,0,0,0.213,-9.617,0,0.0558,84.946,0.405
Kekra,Spend that,spotify:track:1zwPcUg92KSeE9ms1xw9io,2,0.556,0.798,0.534,0,8,0.0974,-6.375,0,0.046,120.027,0.464
"Amel Bent, Dadju",Tu l'aimes encore,spotify:track:0HBmcorGWox3KmkT4d4SL6,2,0.0746,0.762,0.611,6.77e-06,10,0.139,-7.71,0,0.0404,105.017,0.618
Bayanni,Ta Ta Ta,spotify:track:3rmqNsOiGqqvFNTmGlzl4R,2,0.0661,0.735,0.592,0.522,1,0.125,-11.208,1,0.0534,104.065,0.603
"RAYE, 070 Shake",Escapism. - Sped Up,spotify:track:4rPJSqrov3zqGwXlemLBMw,2,0.0857,0.435,0.768,0.000231,6,0.0918,-5.352,0,0.201,107.588,0.378
Fresh La Douille,Voltaire,spotify:track:5yXsnn8dzedpaBDUkbUGCU,2,0.225,0.629,0.781,7.4e-06,4,0.125,-6.453,0,0.503,105.872,0.519
"Zaho, Dadju",On s'fait du mal (feat. Dadju),spotify:track:0wzYG3c6CaroEAz4wTPNVD,2,0.368,0.694,0.571,0,4,0.151,-6.477,0,0.0582,152.058,0.408
"Zkr, Timal",Safari,spotify:track:2GkROyK554UJ2NREjmbJoZ,2,0.224,0.672,0.564,0,6,0.0645,-8.577,0,0.36,166.818,0.458
"ASHE 22, Central Cee",Anthracite,spotify:track:2AoDYFB8sKWZunF2hS6Nxh,2,0.0615,0.879,0.657,5.66e-05,11,0.0786,-7.329,0,0.274,143.958,0.74
"Monsieur Nov, Josman",Dernier je t'aime,spotify:track:3lFku3uFAQlxhI6HQs2orW,2,0.551,0.6,0.393,0.000718,6,0.109,-8.139,0,0.263,128.015,0.479
Bing Crosby,I Wish You A Merry Christmas - Remastered 2006,spotify:track:2qzGkT6PHNwc7CAcxFpVB6,2,0.974,0.417,0.17,8.24e-06,10,0.268,-13.564,1,0.0361,137.466,0.574
Aya Nakamura,Bloqué,spotify:track:2BiIJZjhzeabE9LUHVWT3l,2,0.283,0.871,0.593,0.000579,10,0.0755,-6.618,1,0.0689,93.984,0.741
Kekra,Glock 18,spotify:track:51iu9uYwRvvdqiEHoAMrvK,2,0.119,0.781,0.709,0.00283,11,0.0897,-7.448,1,0.109,76.5,0.489
Kekra,Disconnect,spotify:track:6vAJwdqkl3NgiXcBIABAbD,2,0.0321,0.538,0.625,0.000291,1,0.0668,-6.802,1,0.343,87.484,0.502
Kekra,Je pouvais,spotify:track:0LKUdD7cE4hLSe4b4Xf2BK,2,0.216,0.674,0.716,0.000428,5,0.129,-7.133,0,0.0987,149.004,0.451
Kekra,Torts,spotify:track:2AN3XXwdAg5U8wCDD51iUt,2,0.202,0.73,0.659,0,6,0.532,-8.787,0,0.0589,147.047,0.568
Aya Nakamura,Le goût,spotify:track:0mtOyObXYbHnXyJZ9TNdOm,2,0.0652,0.681,0.625,0.000359,8,0.0582,-6.242,1,0.219,183.866,0.863
Aya Nakamura,Haut niveau,spotify:track:2nXOUhAUyZQ0btHePjTzni,2,0.116,0.703,0.839,0.00269,7,0.201,-5.675,0,0.142,173.999,0.611
La Fève,SAOULÉ,spotify:track:1hajKsxwR7PsEC3YH6KO1L,2,0.254,0.614,0.48,0,10,0.108,-10.585,0,0.274,75.819,0.667
Smeels,Benefice,spotify:track:7AS57sFNv9T45jGG3xW6vR,2,0.177,0.832,0.636,5.8e-06,8,0.0666,-10.475,0,0.0837,101.026,0.48
Zkr,Même valeurs,spotify:track:49wY7WK8NhEPzIYC63GmtI,2,0.862,0.752,0.274,3.63e-06,3,0.101,-14.331,0,0.227,95.983,0.26
Pirate,Sweety,spotify:track:4ltIC9411rSdynRgkc1jb3,2,0.225,0.722,0.767,0,1,0.12,-6.019,1,0.451,94.638,0.639
Chuck Berry,Run Rudolph Run,spotify:track:2pnPe4pJtq7689i5ydzvJJ,2,0.812,0.681,0.715,9.43e-06,7,0.0777,-10.609,0,0.0912,152.132,0.957
Stevie Wonder,What Christmas Means To Me,spotify:track:1V0qqWBbIWt8hlAjxTZedR,2,0.0981,0.521,0.699,0,0,0.1,-6.961,1,0.0338,83.529,0.802
"Frank Sinatra, Ken Lane Singers",Jingle Bells (with The Ken Lane Singers),spotify:track:4MXjNlvbzwCMWHrxlya9pW,2,0.962,0.541,0.107,0,8,0.0937,-15.727,1,0.0305,137.397,0.559
Mariah Carey,Christmas (Baby Please Come Home),spotify:track:3PIDciSFdrQxSQSihim3hN,2,0.022,0.561,0.782,0,3,0.109,-7.444,1,0.0317,127.148,0.704
Dalida,Vive le vent,spotify:track:5MitajCMVXLMcL6FANJxY8,2,0.837,0.743,0.346,0,0,0.133,-14.411,0,0.0508,102.811,0.773
