Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
"No Limit, Bosh, Heuss L'enfoiré",OLA OLA OLA,spotify:track:5zaiTkMn6VsJDJIOtxVa0b,30,0.139,0.939,0.719,0,7,0.115,-4.03,0,0.165,130.129,0.682
"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,spotify:track:4W4fNrZYkobj539TOWsLO2,30,0.227,0.575,0.5,0,1,0.335,-7.594,0,0.0707,67.033,0.506
"Tiakola, SDM",Roro (feat. SDM),spotify:track:0ikMJLqx8rq19jb6tIfD0R,30,0.652,0.739,0.536,0,7,0.0949,-8.037,0,0.148,122.049,0.623
UZI,À la fête,spotify:track:5TyBXMmVCtAxpOMTCILl8C,30,0.334,0.884,0.656,0,11,0.135,-6.707,0,0.169,100.381,0.431
Beyoncé,BREAK MY SOUL,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,30,0.0581,0.693,0.887,2.71e-06,1,0.27,-5.039,0,0.0795,114.942,0.864
Louane,Pardonne-moi,spotify:track:7jDmxUkdq4n3CHL6aLNJla,30,0.103,0.606,0.735,0,0,0.144,-4.317,0,0.0447,153.101,0.652
"Ninho, Central Cee",Eurostar (feat. Central Cee),spotify:track:3Iy4j2lCqW8BXGkFk21U6F,28,0.615,0.777,0.701,1.03e-06,6,0.0843,-6.13,0,0.167,137.054,0.836
Olivia Rodrigo,vampire,spotify:track:1kuGVB7EU95pJObxwvfwKS,28,0.177,0.511,0.532,0,5,0.291,-5.745,1,0.0578,138.005,0.35
"Ninho, Ayra Starr",No love,spotify:track:1JvMPB1mkcrQsnasBGMBYd,28,0.174,0.668,0.436,0,8,0.0951,-7.932,0,0.391,80.431,0.363
"Kore, Lacrim",Mango - Extrait de la BO de « En Passant Pécho »,spotify:track:1mKg1S2CE0plkFkKRnZCwl,28,0.144,0.8,0.866,6.4e-06,2,0.188,-5.146,1,0.111,140.003,0.753
"Jason Derulo, Dido",When Love Sucks (feat. Dido),spotify:track:59vMO9rkUuefwLMKzohNo5,28,0.0172,0.493,0.701,0,8,0.109,-6.741,0,0.116,97.786,0.632
"Rim'K, PLK",Cosmos - feat. PLK,spotify:track:5hM1Bta5Ej1rRyOXStRIzH,28,0.281,0.912,0.506,0.000253,8,0.163,-9.284,1,0.229,135.016,0.628
Dua Lipa,Levitating,spotify:track:39LLxExYz6ewLAcYrzQQyP,28,0.0561,0.695,0.884,0,6,0.213,-2.278,0,0.0753,103.014,0.914
OneRepublic,RUNAWAY,spotify:track:07fbDnkKdZGk1gLvknxrns,28,0.0336,0.624,0.684,0,3,0.0771,-5.507,0,0.0513,163.033,0.75
GIMS,MAINTENANT,spotify:track:5y2WMZ9UAYsA7qxRENID6l,28,0.0571,0.6,0.92,2.32e-05,11,0.126,-3.325,0,0.0433,83.983,0.664
"GIMS, Dadju, Slimane",BELLE,spotify:track:41xAUseykaaSdmry5hVOkV,28,0.797,0.503,0.588,0,3,0.18,-5.804,1,0.0527,168.025,0.404
CJ,Whoopty,spotify:track:1t9WgS8FN0534tLBRwbaxO,28,0.2,0.719,0.648,0,3,0.127,-7.6,0,0.125,140.201,0.66
"Elton John, Britney Spears",Hold Me Closer,spotify:track:5TJEBoTCDbJXiKMdCN9pd3,28,0.0748,0.659,0.772,0.000346,0,0.187,-4.595,1,0.11,126.018,0.484
"Benab, Timal, Kofs",RS4,spotify:track:1MPuaRAyMX7WSQZnVa4BXu,28,0.0791,0.862,0.794,0,3,0.0781,-4.03,0,0.139,126.041,0.68
Gazo,LETTRE À UN OPPS,spotify:track:7LQxyZwcn4Ryq4Z0qllQd3,28,0.234,0.784,0.662,0,10,0.0825,-8.942,0,0.16,144.069,0.777
Niska,Genkidama,spotify:track:7hV7y1AX4BgZeYs9y4iyY0,28,0.41,0.65,0.589,0,6,0.0927,-7.048,0,0.388,120.292,0.899
"Gaullin, Julian Perretta",Seven Nation Army,spotify:track:4SCbD68sf3dBfaE2X8uDSP,28,0.0382,0.822,0.89,0.00206,4,0.106,-2.757,1,0.112,122.989,0.218
Ziak,Ca suffit,spotify:track:4FJev5hUB4QLujGOmUe6js,28,0.139,0.591,0.777,2.56e-05,2,0.0853,-5.557,1,0.46,67.682,0.728
"Sofía Reyes, Jason Derulo, De La Ghetto","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",spotify:track:737gzPI5VAmgUGWiJ9yXuu,28,0.165,0.792,0.895,0,1,0.0501,-3.112,0,0.0587,94.968,0.793
Many Santana,Beldia - T'es bete ou quoi ?,spotify:track:3sh1FSPv7vjwS1RQj3kLS5,28,0.0215,0.774,0.609,0.00141,9,0.113,-8.175,0,0.0651,140.053,0.412
"Jax Jones, MNEK",Where Did You Go? (feat. MNEK),spotify:track:3sa06xVNmLLYIxdNNmVQN8,28,0.182,0.763,0.782,7.08e-06,7,0.293,-4.541,0,0.0346,127.034,0.502
"DA Uzi, Nekfeu",Jeune d'en bas (feat. Nekfeu),spotify:track:3cOIYXOt3tMpeNz9XOmNos,28,0.697,0.686,0.527,1.17e-06,1,0.26,-7.67,1,0.309,97.926,0.616
PLK,Décembre,spotify:track:5yzH31eVQS7ctEcvYIwdTk,28,0.263,0.536,0.721,0,5,0.257,-6.407,0,0.332,88.077,0.473
"IVANN, SAF",La surprise - Afro Tropical,spotify:track:1Y6Dk7h7ny675mdK8haSb8,28,0.104,0.854,0.629,0,10,0.0971,-6.305,0,0.157,119.996,0.786
"Franglish, Aya Nakamura",Sans moi,spotify:track:5cZ6NaDFs0a7ZYfGpaJWEt,28,0.145,0.709,0.645,0,1,0.0869,-4.449,1,0.329,91.793,0.423
Nour,Premier amour,spotify:track:7GNYp8iyvgLSqgSLLndu1P,28,0.697,0.329,0.39,0,2,0.113,-7.434,0,0.0395,182.413,0.209
"Koba LaD, SDM, Guy2Bezbar",Tue ça,spotify:track:7JbCD3He9IjIewMZpjGpK2,28,0.236,0.744,0.658,0,1,0.0758,-6.925,1,0.179,126.257,0.798
"Marwa Loud, Eva",Allo,spotify:track:5XRh9qvGFwy557Z9Sy8ADD,28,0.184,0.739,0.701,0,0,0.148,-6.314,0,0.197,144.899,0.236
"Ozuna, Doja Cat, Sia",Del Mar,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,28,0.0224,0.759,0.636,0.000143,6,0.166,-5.585,1,0.0369,109.976,0.536
"Nathan Evans, 220 KID",Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,spotify:track:3iw6V4LH7yPj1ESORX9RIN,28,0.0441,0.722,0.893,0.000937,0,0.0673,-3.255,0,0.0475,119.932,0.439
"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),spotify:track:7ef4DlsgrMEH11cDZd32M6,26,0.037,0.791,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,0.592
"Gambino La MG, Tiakola",Reste-là (feat. Tiakola),spotify:track:2cdvx3Ss91OMzGb42tkKg4,26,0.42,0.757,0.584,0,7,0.097,-8.679,0,0.246,144.964,0.498
Jul,Tropical,spotify:track:0CCCp8BZ0RR3CQWwRMJ3HZ,26,0.0468,0.865,0.851,1.4e-05,0,0.107,-4.833,1,0.0448,132.016,0.97
Taylor Swift,Anti-Hero,spotify:track:0V3wPSX9ygBnCm8psDIegu,26,0.13,0.637,0.643,1.8e-06,4,0.142,-6.571,1,0.0519,97.008,0.533
"Francis Mercier, Magic System, Nitefreak",Premier Gaou - Nitefreak Remix,spotify:track:57e5ib2PnvuiaTvaI4jGDp,26,0.00117,0.67,0.849,0.0698,7,0.221,-4.806,0,0.0336,122.005,0.0374
Ninho,OG,spotify:track:4rhBWOjhizvPajnOhp7q5H,26,0.11,0.391,0.674,0,3,0.0996,-7.872,0,0.409,181.623,0.141
"L'Algérino, SCH, Jul",Sapapaya,spotify:track:7A2HuM1W75PnQwUS6kahLA,26,0.187,0.697,0.688,0,6,0.0869,-5.777,0,0.351,113.33,0.645
Ninho,Mood,spotify:track:2KnZ3KmkarHJM6F1t6vdk2,26,0.319,0.829,0.574,0,1,0.194,-5.934,1,0.384,137.105,0.331
Ninho,No Life,spotify:track:0iPf1xVxV7rlbG4wn3ANFa,26,0.645,0.506,0.553,0,10,0.122,-7.751,0,0.385,173.603,0.329
"Madonna, Sickick",Frozen,spotify:track:6lknMmJZALXxx7emwwZWLX,26,0.267,0.706,0.633,0.0192,1,0.175,-9.584,1,0.0419,110.005,0.375
"Major Lazer, Sia, Labrinth, Diplo",Titans,spotify:track:3MCteyAIvFaMpXtHd7lmh1,26,0.0999,0.722,0.858,0.00017,7,0.143,-4.891,1,0.0463,93.992,0.591
Joji,Glimpse of Us,spotify:track:6xGruZOHLs39ZbVccQTuPZ,26,0.891,0.44,0.317,4.78e-06,8,0.141,-9.258,1,0.0531,169.914,0.268
"Kalash, Damso",Malpolis,spotify:track:3sgzxVe4NjuezbZ8CiPlLP,26,0.26,0.796,0.534,0.00103,1,0.0863,-8.074,0,0.073,130.008,0.172
"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,spotify:track:4gvrJnKCKIPiacNsWVQwEU,26,0.436,0.579,0.596,0.0938,8,0.0549,-4.823,1,0.0561,119.9,0.443
"Alex Sensation, Farruko, Prince Royce, Mariah Angeliq, Kevin Lyttle",After Party,spotify:track:5px2CcFnmRJecJMNPYz4Io,26,0.0215,0.723,0.87,3.68e-06,1,0.148,-2.152,0,0.0497,106.901,0.659
Claudio Capéo,Si j'avais su,spotify:track:5POonRM9sjr0cFbXPIyN8Q,26,0.767,0.372,0.627,0,10,0.0856,-5.257,0,0.101,200.674,0.545
"Trinix, Fafá de Belém",Emorio,spotify:track:14VthBnru6kiREQUYAuNSL,26,0.0886,0.669,0.718,0.4,9,0.341,-7.782,0,0.0438,120.955,0.615
Lucenzo,Bailamos,spotify:track:0mAinALNSl5TurTs9ZPUMp,26,0.31,0.688,0.78,5.15e-05,11,0.114,-4.957,1,0.122,193.891,0.568
"Niska, Maes",Blue Magic,spotify:track:4wKYh5xkPvAF6JaG6lxEcH,26,0.37,0.767,0.523,0,3,0.106,-7.089,0,0.199,126.061,0.576
Zola,Madame,spotify:track:1zJhKME0phSFx577DpKMGk,26,0.374,0.769,0.614,0.000398,10,0.68,-8.081,0,0.341,124.998,0.558
"4.4.2, Soolking, Heuss L'enfoiré",Mal à la tête,spotify:track:1TO85DMVoOejzq5YMMWAkl,26,0.1,0.853,0.773,4.94e-06,10,0.0818,-6.916,0,0.0719,125.033,0.638
Laeti,Rider toute la Night,spotify:track:57AzeYIWwAYprDXRwPjgtZ,26,0.0744,0.719,0.691,0,7,0.186,-4.104,1,0.0447,154.006,0.369
"Ofenbach, Quarterhead, Norma Jean Martine",Head Shoulders Knees & Toes (feat. Norma Jean Martine),spotify:track:6i7zAdNhzUN2k1HcrBxPHG,26,0.0247,0.798,0.828,2.55e-06,2,0.121,-5.36,1,0.193,124.962,0.6
Zoe Wees,Girls Like Us,spotify:track:5SFXOMJJ334Wn2PwBHeRZN,26,0.288,0.444,0.648,0,1,0.059,-4.955,1,0.0476,125.706,0.171
SDM,Rihanna,spotify:track:73RQVlMExXaeOi6mnlz3Bb,26,0.32,0.63,0.704,0,10,0.098,-5.954,1,0.323,183.088,0.514
S-Crew,22,spotify:track:0Q9yA6p8yufj42kYFZMdJa,26,0.242,0.857,0.487,2.35e-06,9,0.131,-7.948,1,0.0758,128.054,0.0718
"Shakira, Rauw Alejandro",Te Felicito,spotify:track:2rurDawMfoKP4uHyb2kJBt,26,0.234,0.695,0.636,0,5,0.081,-4.654,1,0.317,174.14,0.575
"Hamza, Offset",Sadio (feat. Offset),spotify:track:5eGid3rXirJcCoROMnTqg0,26,0.0708,0.769,0.559,0,0,0.0937,-9.111,1,0.467,151.938,0.559
Boris Way,Lose My Mind,spotify:track:62PUsRLMQjhyXqijBxSw5B,26,0.0014,0.752,0.772,0.000124,9,0.0726,-3.95,1,0.0387,124.029,0.233
"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),spotify:track:7x9aauaA9cu6tyfpHnqDLo,24,0.311,0.802,0.832,0,11,0.0815,-4.107,1,0.0434,124.997,0.89
"Rim'K, Ninho",Air Max,spotify:track:0RTvfKVdkt10ATfJ8BjMEI,24,0.26,0.821,0.591,0,1,0.102,-7.338,1,0.459,141.886,0.551
"Faouzia, John Legend",Minefields,spotify:track:1OU4E4HiVjdak0mL4blVWT,24,0.183,0.476,0.686,0,1,0.0997,-5.019,0,0.11,152.617,0.243
"Tiësto, KAROL G",Don't Be Shy,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,24,0.198,0.77,0.787,0,11,0.262,-3.748,0,0.0583,119.986,0.513
Lady Gaga,Bloody Mary,spotify:track:11BKm0j4eYoCPPpCONAVwA,24,0.0107,0.591,0.637,1.95e-06,9,0.113,-6.365,0,0.03,99.998,0.432
Favé,Toxic,spotify:track:18DQCUGYEvzGcCy50phQn7,24,0.0068,0.654,0.692,0.00152,11,0.145,-8.288,0,0.053,157.99,0.47
1PLIKÉ140,LOPSA STORY,spotify:track:5IDnEkOCdOp1F0XTAMG3Rk,24,0.816,0.793,0.421,0,11,0.121,-8.559,0,0.308,99.806,0.419
SCH,Crack,spotify:track:52yZydTRNmxinmjt5hjk95,24,0.0566,0.642,0.794,2.66e-05,8,0.133,-6.001,1,0.194,195.034,0.352
"Josman, Laylow",Brûle,spotify:track:4SsSjoHtxj70UG5W88i0Dy,24,0.0848,0.736,0.576,2.26e-06,1,0.073,-9.402,0,0.463,92.867,0.419
"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),spotify:track:7ytR5pFWmSjzHJIeQkgog4,24,0.247,0.746,0.69,0,11,0.101,-7.956,1,0.164,89.977,0.497
"Jul, SCH",Mother Fuck,spotify:track:0QMHp1X3B5BGN6J3HynHT1,24,0.448,0.807,0.87,0.000278,1,0.0964,-5.109,1,0.0812,139.994,0.566
Jack Harlow,First Class,spotify:track:0wHFktze2PHC5jDt3B17DC,24,0.111,0.902,0.582,3.18e-06,5,0.111,-5.902,0,0.109,107.005,0.332
Jul,Ma Casio,spotify:track:1apzdrkCKnAVjWV8h8Rj12,24,0.125,0.834,0.661,5.14e-06,3,0.0999,-8.463,0,0.232,139.014,0.921
Lyna Mahyem,Mal de toi,spotify:track:6nSP9koY7i80mhkyCtjzJj,24,0.834,0.699,0.304,0,4,0.148,-12.694,0,0.0506,122.939,0.3
"Trinix, One-T",The Magic Key,spotify:track:6vHkJ4L8gqCwedvhXkSCsa,24,0.00989,0.89,0.725,0.00153,3,0.0954,-5.213,1,0.0469,122.004,0.762
Eva,Cœur noir,spotify:track:0Z8DRG0HgZJ1bIhCQqyzPo,24,0.679,0.59,0.539,0,8,0.0896,-6.229,0,0.0585,87.922,0.457
RIDSA,Dis Moi Tout,spotify:track:387yCeKQgJON67MA3a5w0e,24,0.305,0.884,0.752,4.47e-06,11,0.0673,-4.805,0,0.0489,124.979,0.797
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,24,0.959,0.444,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,0.142
"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],spotify:track:741UUVE2kuITl0c6zuqqbO,24,0.519,0.77,0.58,0.000127,0,0.233,-8.393,1,0.247,144.072,0.753
"Gregory Porter, Troy Miller",Dry Bones,spotify:track:4cReVayyLtwIVtc4VxYUAt,24,0.129,0.662,0.783,6.78e-05,10,0.0597,-4.374,0,0.156,149.959,0.736
Djadja & Dinaz,La Force Tranquille,spotify:track:3qqCJBsk3i4emDYMzTwNub,24,0.294,0.658,0.642,1.41e-05,3,0.194,-6.131,0,0.159,170.101,0.497
Loi,Gold,spotify:track:54eE5H6F1HhyM5L4fRLq8s,24,0.0255,0.613,0.935,0,1,0.184,-2.653,0,0.0404,77.498,0.859
Hamza,Ma Réalité,spotify:track:1IMgLV6uQ1mzc1XzfhLRQt,24,0.714,0.721,0.409,0.000233,4,0.108,-8.709,0,0.109,91.949,0.189
"Sean Paul, Sia",Dynamite,spotify:track:0fQfJFfngYfG26560HLMLN,24,0.0704,0.624,0.86,0,8,0.0819,-3.012,1,0.124,100.897,0.816
Zola,Wow,spotify:track:6sUVclkQYxqcCXOxUvlsoe,24,0.376,0.837,0.581,0.000119,1,0.111,-6.304,0,0.401,144.035,0.539
Moha La Squale,Santa Monica,spotify:track:3H398hWCL0DCKJHNQmURPP,24,0.222,0.812,0.745,0.238,6,0.371,-7.318,0,0.15,100.013,0.693
Rema,Charm,spotify:track:1iBWjQ9af9NnUd5xnQDB3k,24,0.581,0.768,0.663,0,4,0.0974,-6.901,0,0.0355,96.039,0.559
Tayc,Sans effet,spotify:track:3vmz5p8yz0M8R2rPP8dsSN,24,0.176,0.638,0.642,0.000524,5,0.0741,-5.787,0,0.0839,100.028,0.548
PNL,Naha,spotify:track:0lkQfsTMmtDA37tjjew9n0,24,0.231,0.609,0.517,3.62e-05,6,0.0777,-7.557,0,0.0451,120.914,0.0761
"DJ Kayz, KeBlack, Naza",Com'dab,spotify:track:4BxjyoJcuAqTHCvxjJ58e6,24,0.432,0.786,0.884,0,1,0.0751,-3.913,1,0.195,121.05,0.873
Jul,Assassinat,spotify:track:3fdOkTuwYW2nyBi8vIibKc,24,0.206,0.691,0.833,0,2,0.0934,-4.846,0,0.227,193.916,0.448
Gunna,fukumean,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,24,0.119,0.847,0.622,0,1,0.285,-6.747,0,0.0903,130.001,0.22
Orelsan,Seul avec du monde autour,spotify:track:3thFDKQiVTO3zpjppG91BE,24,0.0273,0.721,0.733,0,8,0.118,-7.026,1,0.258,77.045,0.317
menace Santana,Boosk'Halloween,spotify:track:674cmArozxcGW34Eb1XOTt,24,0.191,0.75,0.724,3.04e-06,1,0.667,-8.825,1,0.366,150.057,0.65
"King Serenity, Locko, Sergio Alejandro",All for U (Ameyatchi),spotify:track:7LjHqvRyDcMZ9rJ1XuY0IP,24,0.168,0.884,0.629,0.0032,2,0.0494,-5.514,0,0.0416,108.026,0.869
Djadja & Dinaz,Féfé lambo,spotify:track:5hzg9p5zoHldX1O9v8qJor,24,0.0769,0.734,0.665,0,11,0.0733,-7.913,0,0.141,125.967,0.762
Ofenbach,4U,spotify:track:3UGAJ5bHrDvxH28oJq5Uiw,24,0.212,0.759,0.909,0,7,0.142,-4.388,0,0.0451,122.871,0.539
"Koba LaD, OBOY",Cramé,spotify:track:0XUkVNGuNPWTydXoauCs1J,22,0.287,0.464,0.578,0,5,0.0857,-7.586,0,0.21,92.725,0.688
Zkr,Les gentils bandits,spotify:track:54bkUtHk2xgey6Y0KvOYjB,22,0.424,0.785,0.594,0,11,0.113,-8.159,0,0.294,115.839,0.604
Jul,Italia,spotify:track:11Mq1tJwmFOig3BXxjqcQr,22,0.628,0.859,0.805,3.58e-05,2,0.0995,-6.734,0,0.0446,136.037,0.788
Booba,Kayna,spotify:track:1DSUiI4i5HBWTvDF721oj4,22,0.475,0.593,0.656,0,6,0.155,-7.116,0,0.344,102.723,0.37
"Tesher, Jason Derulo",Jalebi Baby (Tesher x Jason Derulo),spotify:track:6FvSS3Goz7OC8oCC2eWqe8,22,0.0289,0.691,0.829,0,0,0.254,-7.179,1,0.0412,93.059,0.866
Damso,Π. VANTABLACK,spotify:track:2n3dCM1RqyhzH5FZQW4jxA,22,0.182,0.544,0.661,8.11e-06,11,0.383,-8.887,0,0.526,77.062,0.347
"Soolking, Dadju",Meleğim,spotify:track:0BD9boQC7jUTWkAoib4Z0d,22,0.188,0.682,0.697,0,3,0.334,-4.276,0,0.0757,95.012,0.57
Olivia Rodrigo,drivers license,spotify:track:5wANPM4fQCJwkGd4rN57mH,22,0.768,0.561,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,0.137
The Kid LAROI,WITHOUT YOU,spotify:track:27OeeYzk6klgBh83TSvGMA,22,0.213,0.662,0.413,0,0,0.134,-7.357,1,0.0299,93.005,0.467
Bigflo & Oli,J'étais pas là,spotify:track:1hnnVFx5L09yBEmkKC8WYB,22,0.275,0.837,0.706,0,0,0.178,-6.792,0,0.242,109.972,0.668
"Niska, 1PLIKÉ140",140G,spotify:track:61t1k1kGqdDWz6Ln1ShdWO,22,0.373,0.753,0.781,0,2,0.121,-6.819,1,0.324,138.005,0.737
"Ziak, Maes",Rhum & machette,spotify:track:3NSMJm5PD70Qk60HaVIITA,22,0.223,0.792,0.752,0,6,0.142,-5.643,0,0.392,139.843,0.641
Ninho,Freestyle LVL UP 2,spotify:track:7DOqkqVZuvPhKIAtVXjZo1,22,0.293,0.687,0.824,0,11,0.182,-5.066,0,0.365,187.544,0.488
"Victony, Rema, Tempoe, Don Toliver","Soweto (with Don Toliver, Rema & Tempoe)",spotify:track:25Kyv5SeEenT0EETpP2hYn,22,0.0541,0.719,0.756,0,5,0.109,-5.392,0,0.0761,105.024,0.647
Ninho,25 G,spotify:track:4cW0FXhN81yZ6YHVmFnsyG,22,0.459,0.633,0.357,0,9,0.166,-8.475,1,0.314,137.451,0.136
menace Santana,Vengeance !,spotify:track:6R7Efh28yqv5a21h3G7Qbg,22,0.71,0.66,0.609,0.00148,7,0.812,-12.131,0,0.505,109.934,0.272
"Sam Feldt, Jonas Blue, Endless Summer, Violet Days",Crying On The Dancefloor,spotify:track:09rAJ1Q1NNJSaUKEW3X9P6,22,0.18,0.723,0.698,0,10,0.797,-6.162,1,0.0659,126.001,0.317
Djadja & Dinaz,Khemem,spotify:track:0MfGkFybjWFPJQ4YRjZS8X,22,0.255,0.771,0.759,6.74e-06,5,0.083,-6.227,0,0.0797,134.012,0.568
"Billie Eilish, Khalid",lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,22,0.934,0.351,0.296,0,4,0.095,-10.109,0,0.0333,115.284,0.12
Tiakola,Étincelle - Maradona,spotify:track:2PZTDaakPcvII5QJJP7SDO,22,0.435,0.682,0.521,6.35e-05,8,0.23,-8.058,1,0.0759,140.093,0.683
Ed Sheeran,2step,spotify:track:2SUxn2O9NHL6GHGQFgwCY0,22,0.169,0.763,0.661,0,4,0.117,-5.592,0,0.056,95.002,0.632
"CKay, ElGrandeToto",love nwantiti (feat. ElGrande Toto) - North African Remix,spotify:track:1EYeZGTMCjV7uVey5fNWXM,22,0.58,0.642,0.723,0.000942,1,0.112,-6.149,1,0.243,186.043,0.487
"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT (feat. Charli XCX & Saweetie),spotify:track:6Dy1jexKYriXAVG6evyUTJ,22,0.018,0.787,0.833,0.00747,8,0.0374,-4.403,1,0.0478,123.97,0.796
Freeze corleone,Shavkat,spotify:track:0IzfVZmlCiwPZmjNkRJehY,22,0.0709,0.626,0.73,0,1,0.0964,-7.154,1,0.295,111.261,0.511
Booba,RATPI WORLD,spotify:track:2ZjTAieewsBC24kPGfLagc,22,0.12,0.792,0.644,0.0135,1,0.117,-8.525,1,0.0657,139.98,0.677
"Orelsan, Gringe",Casseurs Flowters Infinity,spotify:track:4zNegI08Ey41oFdfaiZinq,22,0.481,0.811,0.768,0,1,0.0867,-4.896,1,0.301,99.956,0.875
"Lorenzo, Tony Corrida",La Kush,spotify:track:3803TnTgCIn4rq6ZdEoPAl,22,0.052,0.813,0.886,0,8,0.122,-5.668,1,0.0965,135.068,0.883
Mariah Carey,All I Want for Christmas Is You,spotify:track:0bYg9bo50gSsH3LtXe2SQn,22,0.164,0.336,0.627,0,7,0.0708,-7.463,1,0.0384,150.273,0.35
"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix),spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,22,0.216,0.595,0.784,0,1,0.0608,-4.878,1,0.102,124.111,0.479
Hamza,Introduction,spotify:track:48doyYB1i3Yyv3B13R1rZ3,22,0.595,0.695,0.581,0,4,0.105,-10.546,0,0.371,134.658,0.0995
"PinkPantheress, Ice Spice",Boy's a Liar Pt. 2,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,22,0.252,0.696,0.809,0.000128,5,0.248,-8.254,1,0.05,132.962,0.857
"Niska, Hamza",Jota,spotify:track:6Fnriu0MGPeYMZ6l8GkWZm,22,0.196,0.86,0.593,2.94e-05,1,0.0707,-6.735,0,0.295,81.988,0.54
Sexion d'Assaut,Wati by Night,spotify:track:4g0kyRLFKBYFxDF1vCxj8v,20,0.15,0.932,0.756,0,2,0.0232,-2.607,1,0.15,114.986,0.759
Aya Nakamura,SMS,spotify:track:0jHBAPWVAZIwW67hg0XHnh,20,0.232,0.803,0.499,7.88e-05,5,0.0949,-7.969,0,0.276,167.939,0.507
PNL,Jusqu'au dernier gramme,spotify:track:2jBleFNl3YK8lyJc1OvxXt,20,0.542,0.762,0.6,0,5,0.0841,-7.585,0,0.0909,115.908,0.39
"Dadju, Tiakola",Dieu merci,spotify:track:1HDqaIxeJ70BTHgZWEuaeT,20,0.398,0.731,0.523,0,8,0.215,-7.183,0,0.0611,133.961,0.83
"Dr. Dre, Snoop Dogg",Still D.R.E.,spotify:track:503OTo2dSqe7qk76rgsbep,20,0.16,0.816,0.775,0.00031,11,0.0543,-3.323,1,0.234,93.431,0.527
"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",spotify:track:6Ec5LeRzkisa5KJtwLfOoW,20,0.0408,0.599,0.526,0.00256,9,0.209,-7.812,0,0.0385,90.018,0.134
"Kalash, Damso",Mwaka Moon,spotify:track:7LDq2cE0TQV66BXorbV8FD,20,0.232,0.786,0.543,0,1,0.105,-6.246,0,0.0774,155.008,0.341
"Jul, Naps",C'est la cité,spotify:track:0PBLRJSxoXpxWRsKjXQw24,20,0.0968,0.89,0.886,0.0054,10,0.0783,-4.523,1,0.072,123.047,0.877
"Hypaton, David Guetta, La Bouche",Be My Lover (feat. La Bouche) - 2023 Mix,spotify:track:2aQpISWUBToaF84DDiTeRV,20,0.0347,0.589,0.973,0.000945,8,0.45,-5.317,1,0.0426,126.003,0.115
Kendji Girac,Evidemment,spotify:track:2W4pIy8ThH4ib8fOGxcLjX,20,0.543,0.369,0.578,1.41e-06,10,0.115,-6.813,1,0.059,77.797,0.314
MadeInParis,Sex (Interlude),spotify:track:78XZ8m1aqtiFXyHTV4aRRb,20,0.41,0.723,0.347,4.96e-06,7,0.137,-10.959,0,0.18,104.919,0.522
Lomepal,Hasarder,spotify:track:6V40xLcDlYwZpz3oKIVNhL,20,0.282,0.77,0.649,0,1,0.117,-8.011,0,0.0865,91.046,0.181
"Ronisia, Gazo",200 KM/H,spotify:track:7DfBKw4PYAar1FXOFLqMFE,20,0.399,0.657,0.576,0,9,0.235,-6.998,1,0.151,179.882,0.559
"Kaaris, Kalash Criminel, Freeze corleone",Apocalypse,spotify:track:479TjlDwB0JAyPjZjxFah8,20,0.312,0.754,0.702,0,10,0.289,-6.378,0,0.264,145.959,0.383
"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,spotify:track:6WzRpISELf3YglGAh7TXcG,20,0.0569,0.855,0.678,3.69e-05,1,0.412,-6.276,1,0.189,99.029,0.852
"GIMS, Soolking",APRÈS VOUS MADAME,spotify:track:1kVQzCxcSVhqf4rLJyGk50,20,0.204,0.713,0.692,0.000165,4,0.088,-6.41,0,0.3,133.152,0.449
"James Hype, Miggy Dela Rosa",Ferrari,spotify:track:4zN21mbAuaD0WqtmaTZZeP,20,0.0127,0.847,0.69,6e-05,1,0.0526,-7.877,0,0.0493,125.004,0.692
