Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
"Marshmello, Amr Diab",Bayen Habeit,spotify:track:29KS7kBSU77PrYGB6RVR5O,175.0,0.231,0.791,0.761,0.000626,5.0,0.367,-5.76,0.0,0.0392,111.663,0.797,2018-09-28
Tamer Ashour,قولولوا سماح,spotify:track:2O2hU1rXahBqqJsWuYGFDE,172.0,0.719,0.444,0.545,0.0,7.0,0.241,-6.714,1.0,0.0457,139.729,0.364,2019-08-16
"Marwan Pablo, Molotof",El Gemeza,spotify:track:2w27LtQBJvauJ6vDw12ecs,171.0,0.238,0.605,0.6,0.0,5.0,0.106,-8.963,0.0,0.0456,118.052,0.411,2019-06-01
The Weeknd,Blinding Lights,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,170.0,0.00146,0.514,0.73,9.54e-05,1.0,0.0897,-5.934,1.0,0.0598,171.005,0.334,2020-03-20
Mohammed Saeed,Law,spotify:track:6rB04mNPv6GJno2tabfyka,168.0,0.912,0.454,0.326,0.000782,6.0,0.1,-15.597,0.0,0.148,123.96,0.171,2019-03-25
Alec Benjamin,Let Me Down Slowly,spotify:track:2qxmye6gAegTMjLKEBoR3d,160.0,0.74,0.652,0.557,0.0,1.0,0.124,-5.714,0.0,0.0318,150.073,0.483,2018-11-16
Tamer Hosny,Nasseeny Leih,spotify:track:6EyveOpETSJBcdQgVCMSL5,159.0,0.00577,0.402,0.838,0.0,6.0,0.132,-5.869,0.0,0.0353,74.837,0.641,2018-08-03
Wegz,واحد وعشرين,spotify:track:57a5ISfPIQodpJBCJyjiEz,159.0,0.326,0.622,0.685,9.55e-06,7.0,0.0738,-6.032,1.0,0.0727,89.935,0.0943,2020-02-23
Wegz,كدا كدا,spotify:track:61hVyNqkRxzDnvNc4OI53I,155.0,0.143,0.61,0.78,0.0,6.0,0.129,-6.255,0.0,0.0747,144.939,0.458,2019-07-12
Cairokee,Ya Abyad Ya Eswed,spotify:track:4RSPl4eEad4RylcMJJ33Ex,153.0,0.364,0.916,0.78,0.000678,1.0,0.104,-5.849,1.0,0.0404,129.997,0.909,2019-03-21
XXXTENTACION,Moonlight,spotify:track:0JP9xo3adEtGSdUEISiszL,150.0,0.556,0.921,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,0.711,2018-03-16
XXXTENTACION,SAD!,spotify:track:3ee8Jmje8o58CHK66QrVC2,147.0,0.258,0.74,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,0.473,2018-03-16
Marwan Pablo,Abu Mecca,spotify:track:0kRVLXoBrU3IaKGUknzzJs,143.0,0.115,0.708,0.726,0.0014,1.0,0.143,-6.836,0.0,0.168,155.032,0.509,2019-03-04
Halsey,Without Me,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,143.0,0.297,0.752,0.488,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,0.533,2020-01-17
Imagine Dragons,Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,143.0,0.0622,0.776,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,0.666,2017-06-23
"Afroto, Marwan Moussa",Ala Ba'ady,spotify:track:37Qs3XrDloB2ocXfAhVnmL,142.0,0.203,0.671,0.459,0.0,4.0,0.0963,-7.909,0.0,0.155,203.917,0.382,2020-11-06
Lege-Cy,Mafesh Mane3,spotify:track:7KLy4f8VCsiIEYr69mC4uZ,140.0,0.648,0.591,0.47,0.0344,1.0,0.105,-10.832,0.0,0.142,100.005,0.418,2020-09-09
Lewis Capaldi,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,139.0,0.751,0.501,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,0.446,2019-05-17
Lege-Cy,02:00 Am,spotify:track:5ZG2pXZssDAfSpbXSP1XlJ,137.0,0.837,0.661,0.416,4.3e-05,11.0,0.237,-11.959,0.0,0.165,98.075,0.243,2018-04-21
