Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
Aimyon,Let the Night,spotify:track:6kKvmT4i0Dercz6f3kftg3,128.0,0.0254,0.441,0.852,0.0,1.0,0.0862,-3.595,1.0,0.0383,104.855,0.64,2019-02-13
Fujii Kaze,きらり,spotify:track:51oc6MEsXTpnPn6GOw5VuP,127.0,0.00803,0.746,0.764,0.0,2.0,0.357,-6.833,1.0,0.0462,116.982,0.701,2022-01-14
DREAMS COME TRUE,何度でも,spotify:track:6Qq8UOS6QzeSYFUVXC5wEB,127.0,0.213,0.551,0.768,0.0,4.0,0.253,-5.147,1.0,0.0386,100.037,0.35,2005-01-01
back number,怪盗,spotify:track:014Dp0tBp4d9uuFAvH1mlc,124.0,0.435,0.64,0.835,0.0,7.0,0.304,-2.4,1.0,0.0369,114.034,0.806,2023-01-17
HENTAI SHINSHI CLUB,YOKAZE,spotify:track:6tkSMR8bEIfEcJn7ybJtSP,124.0,0.293,0.642,0.587,0.0,10.0,0.0784,-5.53,1.0,0.0268,89.96,0.361,2021-06-16
HIRAIDAI,INORIBANA,spotify:track:5G24eB35Ucu4A8MPKLNV9B,123.0,0.202,0.413,0.706,0.0,8.0,0.147,-2.416,1.0,0.0369,87.503,0.58,2011-10-19
BTS,Butter,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,122.0,0.00323,0.759,0.459,0.0,8.0,0.0788,-5.187,1.0,0.0948,109.997,0.695,2022-06-10
OFFICIAL HIGE DANDISM,Cry Baby,spotify:track:6wDntdm888mDo458RaYjGl,122.0,0.0103,0.346,0.901,0.0,1.0,0.358,-4.617,1.0,0.12,199.934,0.434,2021-08-18
YOASOBI,あの夢をなぞって,spotify:track:5ptl2PXkiSth54HCuGO7vN,122.0,0.334,0.534,0.794,0.00093,8.0,0.159,-3.738,1.0,0.0402,179.976,0.711,2021-01-06
Vaundy,Sekai no Himitsu,spotify:track:2ISglgxR4TxUXxrA5Iqwzr,122.0,0.142,0.683,0.53,0.0,6.0,0.0978,-6.749,0.0,0.0614,159.969,0.823,2020-12-27
Kenshi Yonezu,アイネクライネ,spotify:track:45YBVp6zMwQZRbUDcPzmMB,121.0,0.0384,0.471,0.868,0.0,1.0,0.297,-2.291,1.0,0.0295,173.969,0.811,2014-04-23
ZUTOMAYO,秒針を噛む,spotify:track:4HgsPAX3MmMgIT60hJ4W4U,119.0,0.0197,0.655,0.962,5.56e-06,1.0,0.253,-3.055,0.0,0.0443,129.902,0.775,2019-10-29
Yuuri,かくれんぼ,spotify:track:0tMqllhrXe8CWOosrCD1fE,119.0,0.479,0.667,0.534,0.0,9.0,0.124,-6.963,1.0,0.0606,156.054,0.308,2022-01-12
Vaundy,hanauranai,spotify:track:4iluzTrsOKFCAoJacLHbeS,118.0,0.0146,0.662,0.788,0.0,7.0,0.307,-7.634,0.0,0.0305,135.021,0.879,2021-07-05
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),spotify:track:567e29TDzLwZwfDuEpGTwo,117.0,0.0383,0.591,0.764,0.0,1.0,0.103,-5.484,1.0,0.0483,169.928,0.478,2021-07-27
wacci,別の人の彼女になったよ,spotify:track:666wLEFj1AtTNBEcErygLz,117.0,0.0299,0.528,0.617,0.0,2.0,0.334,-5.07,1.0,0.0263,72.023,0.497,2018-11-07
Yuuri,シャッター,spotify:track:19mjCzLuMHZ0Tyn3eI85bo,117.0,0.512,0.606,0.579,0.0,5.0,0.381,-5.582,1.0,0.033,149.988,0.661,2022-01-12
OFFICIAL HIGE DANDISM,Stand By You,spotify:track:7Ca8EuTCyU3pjJR4TNOXqs,117.0,0.00864,0.609,0.869,0.0,1.0,0.283,-5.129,1.0,0.0422,154.024,0.626,2019-08-31
Novelbright,ツキミソウ,spotify:track:6sElEqOIGENWjpxGFeo5ct,116.0,0.432,0.504,0.645,0.0,6.0,0.231,-3.244,1.0,0.0352,77.959,0.473,2021-04-26
BTS,Lights,spotify:track:3TDUktzfYXMWjkWqwoT5F1,115.0,0.156,0.608,0.644,0.0,5.0,0.124,-5.588,1.0,0.0314,99.005,0.431,2020-07-14
YOASOBI,三原色,spotify:track:0UBUg8NU4XJtQqzTPs8Pkr,115.0,0.0836,0.666,0.923,0.0,5.0,0.315,-2.362,0.0,0.0712,128.014,0.861,2021-12-01
Nissy,トリコ,spotify:track:04vWAqnvToa2v4D4A2yhzH,115.0,0.0855,0.632,0.799,0.0,2.0,0.061,-3.436,1.0,0.036,90.016,0.719,2018-09-30
BUMP OF CHICKEN,天体観測,spotify:track:3hRRYgBeunE3PTmnzATTS0,113.0,0.381,0.366,0.949,0.0,1.0,0.0902,-3.552,1.0,0.11,164.979,0.467,2002-02-20
BTS,FAKE LOVE,spotify:track:6m1TWFMeon7ai9XLOzdbiR,113.0,0.00267,0.557,0.719,0.0,2.0,0.306,-4.515,0.0,0.0371,77.502,0.345,2018-05-18
back number,水平線,spotify:track:3RvdkNMcSy71m0aT6UF9Uf,112.0,0.0103,0.424,0.761,0.0,10.0,0.145,-3.526,1.0,0.0305,145.816,0.424,2023-01-17
Shota Shimizu,My Boo,spotify:track:2gasr6aemUqZIBBN05EO03,112.0,0.307,0.719,0.718,0.000178,2.0,0.0846,-4.996,1.0,0.0316,153.937,0.693,2017-06-30
YOASOBI,ハルジオン,spotify:track:08YwAPnX8sygJUXG9rvhDv,112.0,0.0545,0.687,0.873,0.0,8.0,0.318,-3.852,1.0,0.0335,130.024,0.884,2021-01-06
sakanaction,新宝島,spotify:track:4a48lWUd64bZgHUDx0GZlj,111.0,0.0013,0.551,0.919,0.00638,7.0,0.352,-3.484,0.0,0.074,157.989,0.652,2019-06-19
Leo Ieiri,君がくれた夏,spotify:track:6woHdm2NKm0RHbuO7qt4ww,111.0,0.31,0.51,0.615,0.0,1.0,0.117,-4.207,1.0,0.0283,169.814,0.463,2016-07-06
Eve,Kaikai Kitan,spotify:track:6y4GYuZszeXNOXuBFsJlos,110.0,0.0119,0.584,0.911,0.0,5.0,0.119,-3.515,0.0,0.09,92.502,0.606,2020-12-23
TWICE,Feel Special,spotify:track:14rWuS6yllHOdfZ8sZsZUj,110.0,0.0296,0.709,0.959,0.00188,1.0,0.107,-1.339,1.0,0.0603,128.983,0.644,2019-09-23
DISH//,猫 〜THE FIRST TAKE ver.〜,spotify:track:25BJRpLBe3i6d8okphoRAm,109.0,0.539,0.635,0.578,0.0,8.0,0.115,-6.749,1.0,0.132,77.065,0.584,2021-02-24
YOASOBI,ハルカ,spotify:track:5D9MPWdY2hjSeTIGE5n5kv,108.0,0.0717,0.712,0.817,7.21e-06,1.0,0.146,-5.123,1.0,0.0279,100.016,0.679,2021-01-06
Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,108.0,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,0.562,2019-03-29
Yorushika,春泥棒,spotify:track:1rr2DJOxV0sHXeUXCAz1yf,108.0,0.103,0.762,0.595,4.71e-05,5.0,0.115,-6.777,1.0,0.0445,125.047,0.858,2021-01-09
Awesome City Club,勿忘,spotify:track:0XZyF9lv6diMt4bxThOL0h,107.0,0.234,0.448,0.447,0.0,6.0,0.382,-7.161,0.0,0.045,78.861,0.299,2021-02-10
TWICE,FANCY,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,106.0,0.0122,0.697,0.874,0.0,5.0,0.627,-2.15,0.0,0.045,132.022,0.775,2019-04-22
Vaundy,Tokimeki,spotify:track:3ZnVB8pDHr1I1OMvVdJkjR,105.0,0.00102,0.656,0.697,0.0237,5.0,0.289,-7.391,1.0,0.0298,120.025,0.906,2021-09-22
Saucy Dog,Cinderella Boy,spotify:track:1Vqs0lXeJafYZz2sxnfB3V,104.0,0.0748,0.596,0.735,0.0,9.0,0.269,-6.362,1.0,0.0332,108.106,0.524,2021-08-25
ONE OK ROCK,Stand Out Fit In,spotify:track:4zXRMjTaeflesB3Ih4eHnJ,101.0,0.0178,0.615,0.841,0.0,11.0,0.133,-5.352,1.0,0.0416,126.026,0.316,2019-02-15
Yuuri,ベテルギウス,spotify:track:4JK1kDUdH9RTBQrrSO1QfR,100.0,0.222,0.367,0.671,0.0,5.0,0.494,-4.604,1.0,0.0478,179.833,0.691,2022-01-12
flumpool,Kimi Ni Todoke,spotify:track:0kA7SWxWPYqSyIbMl51X5b,100.0,0.0162,0.449,0.872,0.0,11.0,0.188,-4.744,1.0,0.0747,144.128,0.523,2011-01-26
Macaroni Empitsu,なんでもないよ、,spotify:track:5W7Y92LB4jWvu9NeEQ0GZl,100.0,0.245,0.598,0.511,0.0,4.0,0.0732,-6.015,1.0,0.0423,171.845,0.652,2022-01-12
Creep Hyp,栞,spotify:track:2Bsg6EfrmEx0x0eC8v4vuG,100.0,0.0117,0.505,0.883,0.0,6.0,0.0578,-3.094,1.0,0.0481,100.496,0.666,2018-09-26
Creepy Nuts,のびしろ,spotify:track:3bbIIVIwBoLqVcLebiEJFo,99.0,0.252,0.669,0.928,0.0,11.0,0.0686,-2.926,0.0,0.0699,174.004,0.963,2021-09-01
WANIMA,ともに,spotify:track:6FHgHDXiGnRfhrSok9xAz3,99.0,0.00257,0.553,0.968,0.0,6.0,0.28,-2.57,1.0,0.0534,127.077,0.862,2018-01-17
BTS,Stay Gold,spotify:track:3Ys2PYl1wyPKQIwyqhP9cQ,99.0,0.0892,0.723,0.634,0.0,1.0,0.0787,-5.415,1.0,0.0542,129.017,0.582,2020-07-14
King Gnu,飛行艇,spotify:track:5vsM9UppL2iTgOfenMB6Gz,99.0,0.0711,0.475,0.841,0.0,1.0,0.357,-2.94,1.0,0.0446,79.936,0.469,2020-01-15
